title,year,abstract,journal,authors
Monitoring Real-Time Geothermal Data Leads to Innovative Machine Learning Improvements in ESP Operations and Diagnostics,2022,geothermal operators the capability to survey geothermal wells and protect assets. This  technology widely used in oil and gas wells has been adopted and modified to suit geothermal,EAGE GET 2022,"['S Tandazo', 'H Hu', 'F Corredor']"
AI and Intermittency Management of Renewable Energy,2023,"In light of existing geothermal energy consumption and projected energy demands, geothermal  energy  The growths in the field of artificial intelligence scale down the burden of manual",AI-Powered IoT in the …,"['P Nagaraja', 'SP Gayathri', 'S Karthigai Selvi']"
"Machine Learning-Based Classification of Geothermal Hazard Potential by Characterizing AOT, SST, and NDVI Indexes Observed by Himawari-8 Satellite",2023,"of potential geothermal environmental hazards was done using machine learning by taking   area representing other geothermal areas, namely Kamojang Geothermal and other non-","… Research, Artificial …","['S Agustia', 'WA Cahyadi']"
Probing fractured reservoir of enhanced geothermal systems with fuzzy inversion model,2023,"geothermal system extracts deep geothermal energy by injecting a large amount of cold  fluid into artificial  With the development of Artificial Intelligence, intelligence algorithm can",Journal of Cleaner Production,"['C Zhou', 'G Liu', 'S Liao']"
"Combined Large‐N Seismic Arrays and DAS Fiber Optic Cables across the Hengill Geothermal Field, Iceland",2022,network across the Hengill geothermal area in southwest  Nesjavellir and southern  Hverahlíð geothermal fields and was  cables near the Nesjavellir geothermal power plant with,Seismological …,"['A Obermann', 'P Sánchez‐Pastor']"
A review of water electrolysis for green hydrogen generation considering PV/wind/hybrid/hydropower/geothermal/tidal and wave/biogas energy systems …,2024,"Renewable energy sources including solar, geothermal, wind, wave and tidal energy, and   , tidal and wave energy, biogas systems, geothermal energy, and hybrid systems of these",Alexandria Engineering …,"['M Awad', 'A Said', 'MH Saad', 'A Farouk']"
Optimization of renewable energy sources using emerging computational techniques,2022,"large geothermal reservoirs, which is the source of geothermal  Geothermal technologies  are directly used in geothermal  These geothermal heating technologies first came into use in",… Intelligence and Machine Learning for …,"['A Kumar', 'K Kumar', 'NR Kapoor']"
"Energy management strategies, control systems, and artificial intelligence-based algorithms development for hydrogen fuel cell-powered vehicles: A review",2024,"Therefore, this study presents the prospect of artificial intelligence-based algorithms,  control systems, and energy management strategies advances on HFCEVs performance",International Journal of …,"['TL Oladosu', 'J Pasupuleti', 'TS Kiong', 'SPJ Koh']"
Direct Lithium Extraction from Geothermal Brines: The New Oil,2024,Conceptional diagram of a geothermal direct lithium extraction facility. The proprietary   geothermal power plant is used for the subsequent direct lithium extraction from the geothermal,Offshore Technology …,"['H Lebit', 'B Brunner', 'N Kharitonova']"
Artificial intelligence on economic evaluation of energy efficiency and renewable energy technologies,2021,Solar photovoltaic and geothermal power are other energy sources. Electric generators  are transforming kinetic power into energy. It is the most commonly used method of electricity,Sustainable Energy Technologies …,"['C Chen', 'Y Hu', 'M Karuppiah', 'PM Kumar']"
"GIS model for geothermal resource exploration in Akita and Iwate prefectures, northern Japan",2007,The aims of the study are to determine the relationships between geothermal wells and   for geothermal exploration. We calculated the distances from existing productive geothermal,Computers & geosciences,"['Y Noorollahi', 'R Itoi', 'H Fujii', 'T Tanaka']"
GeoTGO: Machine-learning tool for community-based equitable and inclusive geothermal development,2023,"GeoTGO merges data, software (including data analysis, text mining, artificial intelligence  geothermal technologies to users and communities. Machine learning and artificial intelligence",AGU Fall Meeting Abstracts,['TL Kliphuis']
Uncertainty quantification for basin-scale geothermal conduction models,2022,"Geothermal energy plays an important role in the energy  -of-the-art simulations for geothermal  applications, enabling  and showcase the application in a geothermal study, where we",Scientific reports,"['D Degen', 'K Veroy', 'F Wellmann']"
The Rift 4.0–Digitalization as a new opportunity for emerging Geothermal Hotspots,NA,"to facilitate the Geothermal development. As an example, the developments in Machine  Learning and Artificial Intelligence are adopted for the Geothermal Exploration phase and",NA,"['G Rumberg', 'M Brommer']"
Including seismic risk mitigation measures into the Levelized Cost Of Electricity in enhanced geothermal systems for optimal siting,2019,"investigate the trade-off between public seismic safety and geothermal energy's security  of supply. The geothermal energy industry needs competitive electricity prices, which are",Applied energy,"['A Mignan', 'D Karvounis', 'M Broccardo', 'S Wiemer']"
Artificial intelligence for sustainable energy: A contextual topic modeling and content analysis,2022,"This paper analyzes research on sustainable artificial intelligence for sustainable energy  artificial intelligence solutions, the world is currently discussing the ethics of artificial intelligence",Sustainable Computing: Informatics and …,"['T Saheb', 'M Dehghani', 'T Saheb']"
Environmental challenge of landslide in geothermal areas: an introductory study,2023,"Figure 1 shows the distribution of the world's geothermal installed plants [3], where 26   Indonesia has promising geothermal development and optimization for 17,506 MW of geothermal",… Series: Earth and …,"['R Riyandari', 'RP Umbara', 'DN Melati']"
Artificial intelligence and numerical models in hybrid renewable energy systems with fuel cells: Advances and prospects,2022,"The work presented here is comprehensive and geared towards reviewing the application  of artificial intelligence (AI) in HRESs, particularly solar photovoltaic and wind energy that are",Energy Conversion and …,"['A Al-Othman', 'M Tawalbeh', 'R Martis', 'S Dhou']"
Experimental and numerical studies on hydraulic fracturing characteristics with different injection flow rates in granite geothermal reservoir,2021,Hot dry rock (HDR) reservoirs were the main geothermal energy resources and usually   artificial fractures in HDR geothermal formations. This paper investigated HDR geothermal,Energy Science & …,"['Y Cheng', 'Y Zhang', 'Z Yu', 'Z Hu', 'Y Ma']"
"Renewable Energy-Volume 2: Wave, Geothermal, and Bioenergy: Definitions, Developments, Applications, Case Studies, and Modelling and Simulation",2023,"of Geothermal and Biofuels systems, this reference addresses geothermal and biofuel  most  requested and desirable practical elements of geothermal and biofuel technologies from an",NA,['AG Olabi']
Evaluating the Geothermal Energy Potential of the Red River Formation in North Dakota Using Machine Learning Techniques [[Equation]],NA,"regions associated with extremely high geothermal resources, exhibits significant potential   geothermal gradient, and substantial thermal conductivity which make them ideal geothermal",Available at SSRN …,"['AM Koray', 'E Gyimah', 'M Metwally', 'H Rahnema']"
Methodology to Estimate Low Grade Enhanced Geothermal System (EGS) Reserves Using Heat Extracted from Depleted Wells in High Temperature Shale Gas …,2022,shale gas wells for marginal geothermal heat extraction once the gas  geothermal power  generation. This paper provides a methodology to forecast future reserves for geothermal power,SPE Annual Technical …,"['C Ehlig-Economides', 'M Nikolaou']"
Subsurface Characterization Using Bayesian Deep Generative Prior-Based Inverse Modeling for Utah FORGE Enhanced Geothermal System,2023,strongly heterogeneous geothermal site. Inversion of synthetic injection tests is performed  to show the usefulness and practicality of the proposed approach for geothermal site characteri,ARMA US Rock Mechanics …,"['J Bao', 'J Lee', 'H Yoon', 'L Pyrak-Nolte']"
–The Garibaldi Volcanic Belt Geothermal Energy Project–Mount Meager 2019 Field Program,2020,"image analyses and artificial intelligence to define trends,  that carry fluids to the geothermal  reservoir and the fumaroles on  In the region of the geothermal reservoir on the south side of",Garibaldi Geothermal …,"['SE Grasby', 'SM Ansari', 'R Bryant']"
"Dynamic multi-objective optimization applied to a solar-geothermal multi-generation system for hydrogen production, desalination, and energy storage",2022,[20] investigated a Cu–Cl cycle in Aspen Plus to optimize the exergy efficiency and costs  of hydrogen generation using a genetic algorithm integrated with artificial intelligence. For,International Journal of …,"['A Sohani', 'F Delfani', 'M Hosseini', 'H Sayyaadi']"
Review on the Role of Explainable Ai in Promoting Geothermal Energy Generation,NA,artificial intelligence (X-AI) has emerged as a powerful tool across various domains. This  review paper investigates the pivotal role of X-AI in advancing geothermal power  of geothermal,Available at SSRN 4916364,"['JM Kimeu', 'S Kaijage']"
Clustering Analysis and Automated Classification Modeling Were Used to Examine Geothermal Reservoirs in the Ying-Qiong Basin Located in the South China Sea,NA,"geothermal heat reservoirs within oceans, we propose utilizing a machine learning  Based  on the clustering results described above, 102 data points on 260 ocean geothermal energy",Available at SSRN …,"['Q Ji', 'Y Liang', 'J Xu', 'H Chen', 'R Song', 'Y Luo']"
Numerical Simulation of non-isothermal Complex Fluid Mixtures in Deep Geothermal Systems,2023,"The primary suggestion of this study for accelerating the computation process is to use an  artificial intelligence technique called gene expression programming, GEP. This method can",NA,['M Esmaeilpour']
Numerical Simulation of Hydrodynamics and Hydrogeochemical Processes in Geothermal Flow in the North China Plain (Henan Province),NA,"Machine learning and artificial intelligence techniques have been widely applied in geothermal   amounts of geothermal data, machine learning and artificial intelligence techniques can",Available at SSRN 4513803,"['X Jia', 'Y Lin', 'M Ouyang', 'H He']"
Bayesian Inference of the Spatial Distribution of Effective Porosity and Salinity at Great Depths of a Geothermal Field,2021,of deep geothermal structures and drilling bit life using artificial intelligence. The authors  also acknowledge the support by the Tohoku Sustainable & Renewable Energy Co. Inc.,AGU Fall Meeting …,"['S Tsuruki', 'K Ishitsuka', 'W Lin']"
"Uncertainty quantification with a physics-based machine learning method for geothermal-well targeting: A case study of The Hague, Netherlands",2023,Drilling of production and injection wells for geothermal exploitation requires accurate   It poses a computational challenge for geothermal applications since many geothermal,NA,"['RK Santoso', 'D Degen', 'D Knapp', 'R Pechnig']"
Optimizing fluid (s) circulation in a CO2-based geothermal system for cost-effective electricity generation,2022,"Utilizing artificial intelligence (AI) and machine learning techniques, included in CMG  CMOST, we define a Design of Experiments (DoE) workflow to perform optimizations, sensitivity",… Geothermal …,"['M Hefny', 'MB Setiawan', 'M Hammed']"
A new technique to develop rock strength correlation using artificial intelligence tools,2017,1) to develop a new model based on artificial intelligence technique to estimate the UCS of   artificial intelligence technique (3) Derived empirical correlation from the artificial intelligence,SPE Reservoir …,"['Z Tariq', 'S Elkatatny', 'M Mahmoud', 'AZ Ali']"
Construction of the Geothermal Intelligent Management Information System,2012,"geothermal resources, the geothermal intelligent management information system is imperative.  This paper has presented a new geothermal intelligent  to pass back on geothermal well",… International Conference on Intelligent …,"['T Hu', 'J Zhu', 'W Zhang']"
Role of artificial intelligence in electrification of Africa,2023,explores the relationship between Artificial Intelligence (AI) and  This paper explores the  pivotal role that Artificial Intelligence ( This assists in locating optimal sites for geothermal power,Engineering Science & …,"['CM Ibegbulam', 'OJ Aigbovbiosa', 'JA Olowonubi']"
"Modeling of geothermal reservoirs: fundamental processes, computer simulation and field applications",1990,the art of geothermal reservoir simulation. Methodological aspects of geothermal reservoir   Tangible impacts of reservoir simulation technology on geothermal energy development are,Geothermics,['K Pruess']
Examining science education in ChatGPT: An exploratory study of generative artificial intelligence,2023,"Artificial Intelligence and the Field of Education Artificial intelligence (AI) is playing a crucial  role in the ever-increasing digitisation of society. AI’s capability to automate tasks, process",Journal of Science Education and Technology,['G Cooper']
The role of renewable energy and artificial intelligence towards environmental sustainability and net zero,2023,"consumption coming from geothermal sources [40]. Iceland unique geology and abundant  geothermal resources have allowed it to become a leader in geothermal energy production,",NA,"['Q Hassan', 'AZ Sameen', 'HM Salman', 'AK Al-Jiboory']"
"Resources policy from extraction to innovation: The interplay of minerals, geothermal energy, technological advancements, and ecological footprint in high-ecological …",2024,"the impact of minerals, geothermal energy, and technology  Contrarily, both geothermal  energy and technology have the  at augmenting the utilization of geothermal energy. To plunge",Resources Policy,"['MA Bashir', 'L Qing', 'QR Syed', 'A Barwińska-Małajowicz']"
Significance and complications of drilling fluid rheology in geothermal drilling: A review,2021,"Artificial intelligence and mathematical models can be a good option for predicting  rheological data in the field. Elkatatny et al. (2018) proposed a new tool to predict the yield point,",Geothermics,"['A Mohamed', 'S Salehi', 'R Ahmed']"
Introduction to conceptual studies on hot dry rock geothermal energy extraction aided by prospective tunnelling,2023,"enhanced geothermal systems (EGSs), this chapter proposes a novel hot dry rock (HDR)  geothermal  the construction of geothermal reservoirs that can be further exploited. The EGS-E",Enhanced Geothermal …,"['K Ji', 'Y Tao', 'FJ Huang', 'Y Liu', 'H Li']"
Energy and Exergy Analysis of a Geothermal Power Station with Two-phase Closed Thermosyphon System in an Organic Rankine Cycle,2013,"Currently he is the Artificial Intelligence Manager of the Backstretch™. His research interests  include cooling towers, artificial neural networks (ANNs), geothermal and solar energy. He",… Journal of Advances in Engineering & …,"['M Khorami', 'B Mehrasa', 'M Khorami']"
Optimal management of thermal energy in a solar/geothermal hybrid process for heating buildings,2011,management in a hybrid process combining solar and geothermal energy for house heating.  The use of artificial intelligence methodologies such as Adaptive Neural-Fuzzy Inference,NA,['J Nou']
Experimental and numerical analysis of recycled demolition materials in geothermal pavements,2021,"In this research, an innovative geothermal pavement system was developed with C&D  materials for extraction of renewable energy from pavements. The deformation properties of C&D",NA,['B Ghorbani']
"Geothermal Energy Resources, Exploitations and Applications",NA,"His research interests are not limited to energy/greenhouse gas analysis/management, life  cycle assessment, application of artificial intelligence techniques and 3D Modelling. He is an",NA,"['MJB Kabeyi', 'OA Olanrewaju']"
Performance Prediction and Heating Parameter Optimization of Organic-Rich Shale In Situ Conversion Based on Numerical Simulation and Artificial Intelligence …,2024,"MPa/hm, and the geothermal gradient is 3.0 C/hm. (1,49) According to the shale depth, the  initial temperature and pressure can be determined by the geothermal and pressure gradient,",ACS omega,"['Y Liu', 'C Yao', 'B Liu', 'Y Xuan', 'X Du']"
Long-term thermomechanical displacement prediction of energy piles using machine learning techniques,2022,"a profitable solution for efficient shallow geothermal energy utilization in different climatic   of energy pile design through an artificial neural network machine learning process. First,",Renewable Energy,"['H Pei', 'H Song', 'F Meng', 'W Liu']"
"Geothermal resource potential of the Garibaldi volcanic belt, southwestern British Columbia (part of NTS 092J)",2019,"This was combined with remote-sensing image analyses and artificial intelligence to define  trends, orientations and densities of lineaments through the study area. Identified lineaments",… BC Summary of …,"['SE Grasby', 'SM Ansari']"
Evaluation of Geothermal Energy Efficiency Factors by using Sem-pls for Citgöl Municipality,2018,"As a continuation of this work, predictions of energy needs of municipalities can be made  with artificial intelligence. This work can also be recommended for other energy methods.",… Research Journal for …,"['M Baysal', 'K Armağan', 'C Armağanc', 'N Kıratlı']"
Enhanced geothermal systems (EGS) a key component of a renewable energy-only grid,2022,"In enhanced geothermal systems (EGS), the geothermal energy source can be made by  humans at any location where they are needed, and of the quality and the quantity that they are",Arabian Journal of Geosciences,['A Boretti']
A Proposal for Introduction of Geothermal Energy to the Energy Sector of Bangladesh,NA,", geothermal energy can be a viable and useful alternative and this paper proposes the  prospects of its introduction to the power sector of Bangladesh. Geothermal  artificial intelligence.",International Journal of …,"['W Danesh', 'N Muktadir', 'S Bhowmick']"
Artificial Intelligence Governance and Comprehensibility in Renewable Energy Systems,NA,"comprehension and interpretation of machine learning predictions. Artificial intelligence (AI)  is  sources from the wind, ocean, solar, geothermal, hydro, hydrogen, and bioenergy) as a",Explainable AI (XAI) for …,"['JN Gopal', 'S Muthukaruppasamy', 'V Rajagopal']"
Selection and Use of Materials for Geothermal Energy Applications Using Computer Based Technology,1995,"systems, neural networks and hypertext systems which are applications Artificial Intelligence  research are also being used for corrosion control technology. (Lichti and Wilson, 1990)","Proc World Geothermal Congress, Florence, Italy",['KA Lichti']
Geothermal Operational Optimization with Machine Learning,2021,The Geothermal Operational Optimization with Machine Learning (GOOML) project has   geothermal fields using a data-driven approach. Through building a digital twin of a geothermal,NA,"['G Buster', 'N Taverna', 'M Rossol', 'J Huggins', 'J Weers']"
Detection of abnormal operation in geothermal binary plant feed pumps using time-series analytics,2024,events in circulating feed pumps deployed in a geothermal binary power plant using  feature-based time series analytics and machine learning. The feed pumps have been in operation,NA,"['P Michael B. Abrasaldo', 'SJ Zarrouk', 'A Mudie', 'J Cen']"
Super-long gravity heat pipe for geothermal energy exploitation-A comprehensive review,2024,"interest in advancing geothermal heat extraction through the  heat pipe technology for  geothermal energy extraction, along  -long gravity heat pipe geothermal system are extensively",… and Sustainable Energy …,"['RS Anand', 'A Li', 'W Huang', 'J Chen', 'Z Li', 'Q Ma']"
Artificial intelligence techniques for enabling Big Data services in distribution networks: A review,2021,"artificial intelligence applications to distribution networks, ranging from operation, monitoring  and maintenance to planning. The potential artificial intelligence  of the artificial intelligence",… and Sustainable Energy …,"['S Barja-Martinez', 'M Aragüés-Peñalba']"
"Energy, exergy and exergy-economic analysis of a new multigeneration system based on double-flash geothermal power plant and solar power tower",2021,"/absorption refrigeration system with solar collectors, desalination system and H 2 storage  system by applying a thermodynamic model and two methods of artificial intelligence.",… Energy Technologies and …,"['MA Javadi', 'MK Abhari', 'R Ghasemiasl']"
Sustainable Low-Cost Household Energy Systems: Solar Photovoltaic and Shallow Geothermal Systems,2020,"in Mercer University’s Spring 2018 Green Engineering course participated in the well  drilling/installation, and students in the course in subsequent years have completed a geothermal",2020 ASEE Virtual …,"['MF MacCarthy', 'ME Graham', 'GX Ramirez']"
Time Series Analysis for Long-term Monitoring and Forecasting of Subsurface Temperatures for a Campus-scale Geothermal Exchange Field,NA,decode patterns found in geothermal datasets. The MLgeothermal energy integration  enhances  This leads to more accurate predictions of geothermal system behavior and a deeper,NA,"['SD Attri', 'E Heeg', 'JM Tinjum', 'D Fratta', 'DJ Hart', 'O Aydin']"
Review of groundwater potential storage and recharge zone map delineation using statistics based hydrological and machine learning based artificial intelligent …,2023,"Though some papers focused on the use cases like irrigation scheduling and predicting  geothermal well locations or designing community cooling hubs, a comprehensive approach for",2023 Somaiya International Conference …,"['D Singh', 'V Sharma']"
"Comparative exergy, multi-objective optimization, and extended environmental assessment of geothermal combined power and refrigeration systems",2021,indicators through the application of a multiobjective optimization where the objective  functions are derived using an empirical regression technique working on artificial intelligence.,Process Safety and …,"['F Musharavati', 'S Khanmohammadi', 'R Tariq']"
Research on Geothermal Reservoir Temperature Characterization Using Low-Rank Tensor Completion Method and Machine Learning Algorithms,NA,"application in geothermal reservoir characterization. Effective  For instance, improving  geothermal temperature predictions  geothermal system can be achieved by using artificial neural",Available at SSRN …,"['H Shi', 'Y Zhang', 'Y Cheng', 'J Guo', 'J Zheng']"
Current Status and Prospects of Artificial Intelligence Technology Application in Oil and Gas Field Development,2024,"status and development trends of artificial intelligence technology in oil and gas  and artificial  intelligence in oil and gas field development, reviews the construction process of intelligent",ACS …,"['T Wang', 'Q Wei', 'W Xiong', 'Q Wang', 'J Fang', 'X Wang']"
Recent trends in artificial intelligence for subsurface geothermal applications,NA,,NA,"['J Aljubran', 'C Nwosu', 'E Okoroafor', 'C Smith']"
Monitoring the materials and chemistry of a geothermal plant,1988,"Artificial Intelligence software. Such a computer program would help plant operating  personnel diagnose their own problems and determine when it really is necessary to consult a """,NA,['DW Shannon']
Tectonic evolution of faults and fractures at the Soda Lake geothermal field in Nevada,2023,The Soda Lake geothermal field has been in production since 1972. A distinct geological   with machine learning. A regional tectonic evolution model for the Soda Lake geothermal field,… Meeting for Applied …,"['M Nawaz Bugti', 'Y Zheng', 'K Gao', 'L Huang']"
Using Feature-Based Time Series Clustering to Label Geothermal Heat Exchanger Data,NA,"limited machine learning and artificial intelligence applications in the geothermal industry   that automates label-generation for time-series geothermal data. In the framework, time-series",Available at SSRN …,"['PMB Abrasaldo', 'SJ Zarrouk']"
Artificial Intelligence for Renewable Energy Systems,2022,"(NARX) artificial neural networks (ANN), and MLP are used. For geothermal energy, models  such  Artificial intelligence models have been developed for predicting the yield and energy",NA,"['AK Vyas', 'S Balamurugan', 'KK Hiran', 'HS Dhiman']"
Geothermal Everywhere: A New Path for American Renewable Energy Leadership,NA,"increase long-term rates of innovation, including high-skill immigration, basic science funding,  R&D incentives, and the development of emerging technologies like artificial intelligence.",NA,"['D OBERHAUS', 'C WATNEY']"
Investigation of consolidation/thermal insulation property and mechanism of casing cement in the heat-insulating section of geothermal production well,2023,geothermal well cement. In an experimental study conducted by Zhang and Li (Citation2022)  on geothermal  Combining methods such as artificial intelligence or machine learning will,"Energy Sources, Part A: Recovery …","['Y Li', 'S Wang', 'X He', 'J Xiang']"
Advanced Analysis of Geothermal Heat Pump System Data (STTR Phase I Final Technical Report),2018,Collection and analysis of data from actual geothermal heat  barriers to widespread adoption  of geothermal heat pump technology.  in the field of artificial intelligence are applied to help,NA,"['JM Davis', 'RC Sullivan']"
Evaluation of heat extraction performance for vertical multi-fractures in enhanced geothermal system,2021,Enhanced geothermal system (EGS) is an important heat extraction method for geothermal  energy of hot dry rocks (HDRs). With the development of directional well and multilateral well,"Energy Sources, Part A …","['F Xu', 'T Ma', 'Y Tang', 'X Song', 'Y Shi']"
Comprehensive performance evaluation and multi-criteria optimization of a novel tri-generation system based on geothermal energy.,2024,"the geothermal energy. This work aims to employ the geothermal energy waste heat to  generate freshwater, power, and cooling. The novel system consists of the geothermal cycle with",Energy Equipment …,"['N Ghasemzadeh', 'RG Sardroud']"
Renewable energy technologies in engineering: A review of current developments and future prospects,2024,"energy, often overlooked, is gaining momentum with advancements in enhanced geothermal  systems  Additionally, it addresses the role of artificial intelligence and machine learning in",International Journal of …,"['VI Ilojianya', 'AA Umoh', 'EA Etukudoh', 'KI Ibekwe']"
The asymmetric impacts of artificial intelligence and oil shocks on clean energy industries by considering COVID-19,2024,"and Geothermal stock. The Wald test shows that the increase in Solar, Wind, and Geothermal   Demand shock has short-term asymmetry effects on the Wind, Geothermal, and Advanced",Energy,"['H Zhang', 'B Fang', 'P He', 'W Gao']"
Current status of exploration and exploitation of deep-seated geothermal resources; Shinbu chinetsu shigen chosa to kaihatsu no genjo,1994,"geothermal resources distributed in association with new intrusive rocks, and the Kakkonda  geothermal  of a deep-seated geothermal model (heat source, geothermal fluids, fracture",Doryoku (Energy),"['K Yasukawa', 'M Yagi', 'H Muraoka', 'K Hisatani']"
A technology roadmap for strategic development of enhanced geothermal systems,2013,Realization of EGS development would make geothermal a significant contender in the   geothermal power resource in the United States is thought to reside in Enhanced Geothermal,NA,"['J Ziagos', 'BR Phillips', 'L Boyd', 'A Jelacic', 'G Stillman']"
Tectonic evolution of faults and fractures at the Soda Lake geothermal field in Nevada,2023,The Soda Lake geothermal field has been in production since 1972. A distinct geological   with machine learning. A regional tectonic evolution model for the Soda Lake geothermal field,NA,"['MN Bugti', 'Y Zheng', 'K Gao', 'L Huang', 'L Navarro']"
The Value of Scientific Machine Learning for Geothermal Applications,2022,"geothermal applications, we aim to obtain an understanding of the physical processes in the  subsurface, to predict the geothermal  evaluation of the geothermal potential. Unfortunately,",EGU General Assembly …,"['D Degen', 'M Cacace']"
Recent Developments of Artificial Intelligence for Renewable Energy,2023,used in places where the geothermal gradient is high and active  Since geothermal power  facilities typically have high  past ten years will assist geothermal power plants in minimizing,… with Artificial Intelligence …,"['PS Reddy', 'PK Ghodke', 'K Reddi']"
"How Cloud Computing, Artificial Intelligence and Internet of Things will Transform Energy and Utility management Architectures",2020,"Three decades after the concept of ubiquitous computing was introduced by Mark Weiser,  we are witnessing an ongoing transformation in manufacturing and Industrial practice",… EAGE Workshop on Geothermal Energy and Hydro …,['T Nduta']
Geothermal Reservoirs Modeling and Simulation Using Artificial Intelligence,2024,,NA,"['AAH Bagheri', 'MH Sedaghat']"
Machine learning intelligent based hydromagnetic thermal transport under Soret and Dufour effects in convergent/divergent channels: a hybrid evolutionary numerical …,2023,"We utilized artificial neural networks (ANNs) to  of artificial neural networks (ANNs), employ  a hybridization of advanced evolutionary optimization algorithms, specifically the artificial bee",Scientific Reports,"['MN Aslam', 'N Shaukat', 'A Riaz', 'I Khan', 'S Niazai']"
Artificial intelligence of things for smart green energy management,2022,"Green energy is obtained from renewable sources such as sunlight, wind, biomass, and  geothermal energy. They neither affect general health, nor pollute the environment, nor",NA,"['S El Himer', 'M Ouaissa', 'AAA Emhemed', 'M Ouaissa']"
Modified Fuzzy Inference Method for Heat Flux Inversion of Geothermal Reservoir Heat Source,2022,"of geothermal reservoir and the highly ill-posed characteristic of inverse problem, the researches  on inverse geothermal  [8], and evolutionary- and artificial intelligence-based methods (",E3S Web of Conferences,"['C Xu', 'C Zhou', 'G Liu', 'S Liao']"
Artificial intelligence and mathematical models of power grids driven by renewable energy sources: A survey,2023,"As per the report of the International Geothermal Association [119], geothermal resources   records of geothermal utilization. Apart from electricity production, geothermal energy can be",Energies,"['S Srinivasan', 'S Kumarasamy', 'ZE Andreadakis']"
Simulation Tools for Geothermal Reservoir Engineering,1988,of it in itsinfancy to appreciate what artificial intelligence and expert systems can do in the   artificial intelligence system could be developed for finding or evaluating potential geothermal,on Advances in Geothermal Reservoir. Technology …,['K Pruess']
Monitoring and Characterizing Fracture Network Evolution in Geothermal Reservoirs with Geomechanically Constrained Microseismic Imaging,NA,,NA,"['E Gentry', 'J Batir', 'H Soroush', 'F Aminzadeh']"
"Leveraging Ai and Geothermal Cogeneration to Boost Energy Efficiency in a Multipurpose Zero Energy Building-Case Study-Birmingham, England",NA,complex building incorporating a geothermal system. Using  initially optimized using artificial  intelligence. By selecting  MWh of cooling per year using geothermal energy. Comparing the,NA,"['E Assareh', 'M Assareh', 'P Yavari', 'M Lee']"
Diagnostics-while drilling: Reducing the cost of geothermal-produced electricity,2000,"Beginning with a series of Proof-of-Concept Tests, the cooperative effort will include  development of a highspeed data link, artificial intelligence software, and other hardware and",NA,"['MR Prairie', 'DA Glowka']"
Strategies to save energy in the context of the energy crisis: a review,2023,"and transportation, artificial intelligence for sustainable energy, and  , hybrid heat pumps,  geothermal heating, solar thermal systems,  Lastly, we identify the role of artificial intelligence in",Environmental …,"['M Farghali', 'AI Osman', 'IMA Mohamed', 'Z Chen']"
"A multi-energy production system utilizing an absorption refrigeration cycle, and a PEM electrolyzer powered by geothermal energy: Thermoeconomic assessment …",2024,"A neural network is a computational model that enables artificial intelligence to analyze  data, drawing inspiration from the cognitive processes and thought patterns of humans. By",Renewable Energy,"['E Assareh', 'M Sahrakar', 'N Agarwal', 'M Firoozzadeh']"
An artificial neural network (ANN) as solute geothermometer,2021,"of the geothermal fluids are required.  geothermal systems, the neurons within the layers  of the neural network are linked and weighted. Thus, the newly developed artificial intelligence",… Geothermal …,"['L Ystroem', 'M Vollmer']"
JigsawHSI: A network for hyperspectral image classification,2022,"By using the Geothermal AI for exploration we  geothermal exploration), and we proposed  a generalized Jigsaw architecture that merges the design of JigsawHSI and the Geothermal AI.",arXiv preprint arXiv:2206.02327,"['J Moraga', 'HS Duzgun']"
GOOML-Real World Applications of Machine Learning in Geothermal Operations,2022,GOOML (Geothermal Operational Optimization with Machine Learning) is a machine-learning  based framework that enables geothermal power plant operators to explore optimization,NA,"['P Siratovich', 'A Blair', 'A Marsh', 'G Buster', 'N Taverna']"
Fiber Seismic Tomography for Geothermal Exploration,NA,with geothermal reservoirs is a costly and significant geophysical and geological effort.  We present a novel seismic tomographic approach that employs machine-learning traveltime,NA,"['E Biondi', 'J Li', 'V Kamalov', 'Z Zhan']"
Passive seismic monitoring of a closed-loop geothermal system in west-central Alberta,NA,"machine-learning based passive seismic monitoring at EavorLite™, a prototype for an advanced  geothermal  Recent advancements in machine learning-based event detection methods",NA,"['KP Marion', 'DW Eaton', 'J Rojas-Parra', 'RO Salvage']"
Transition from oil & gas drilling fluids to geothermal drilling fluids,2023,"Artificial intelligence algorithms have been used in many ROP management studies This  is because the prediction accuracy, in most cases, is good and the computing cost is low.",Geoenergy Science and …,"['IR Collins', 'DC Floriano', 'I Paevskiy', 'J Wee']"
Optimization of Production and Injection of Geothermal Fields: A Machine Learning Approach,2021,A numerical model has been developed using TOUGH2 to optimize the production of  Kızıldere geothermal field. A proxy model developed in Python is used to optimize the production,NA,"['S KÜÇÜK', 'S Akın']"
Machine learning for geothermal resource analysis and exploration,2019,"to utilize otherwise inaccessible geothermal resources. It is  data, we investigate the  geothermal potential and the impact  and development of hidden geothermal resources. The",NA,"['MK Mudunuru', 'VV Vesselinov', 'B Ahmmed', 'JD Pepin']"
Evaluation of the reconnaissance results in geothermal exploration using GIS,2000,the available and relevant thematic maps and the geothermal reservoir. The Los Azufres  geothermal field is already producing electricity from geothermal energy and the location of the,Geothermics,['RM Prol-Ledesma']
Research Group on Applied Hydrogeology and Shallow Geothermal Energy (GIHAGS): general information and research lines,2022,", artificial intelligence and machine learning applied to the management and protection of  water resources, studies of water positive impact and sustainable activities through Nature-",NA,['M Mejías Moreno']
